"sample_id","Cohort","Mechanostress","LD_buffering","Turnover","Adjusted_LD_predicted","Adjusted_LD_residual","Adjusted_LD_excess"
"TCGA-3N-A9WB-06","SKCM",-0.973760123795332,0.395394692247006,-0.936292572032095,-0.276323860503062,0.671718552750068,0.703032696717266
"TCGA-3N-A9WC-06","SKCM",-0.278620863259163,1.09439705306315,0.535573450138219,0.158061409163946,0.936335643899204,0.979985695002659
"TCGA-3N-A9WD-06","SKCM",-0.348266400080063,0.107285117798175,0.45281417886225,0.133637033691486,-0.0263519158933112,-0.027580388271685
"TCGA-BF-A1PU-01","SKCM",1.70559001495925,1.40110508212728,0.224613891050747,0.0662892981870511,1.33481578394023,1.39704216351076
"TCGA-BF-A1PV-01","SKCM",1.2219192401766,-0.427908957805911,-0.804821205080298,-0.237523300991104,-0.190385656814807,-0.199261046429074
"TCGA-BF-A1PX-01","SKCM",0.862313756602902,0.287040949984223,0.813031212147139,0.239946283844149,0.0470946661400741,0.0492901230759585
"TCGA-BF-A1PZ-01","SKCM",0.467337101709701,1.02074831724311,0.779520796922713,0.230056504112396,0.790691813130709,0.827552246966712
"TCGA-BF-A1Q0-01","SKCM",1.64191283030369,0.587340237473218,1.10130343238015,0.325022781458236,0.262317456014982,0.27454615886848
"TCGA-BF-A3DJ-01","SKCM",0.645353475581788,0.621513463633825,1.63923679849958,0.483780662124657,0.137732801509168,0.144153622785885
"TCGA-BF-A3DL-01","SKCM",-0.0664040394448134,0.0632191090393141,0.139540563443831,0.0411819855666334,0.0220371234726807,0.0230644490604901
"TCGA-BF-A3DM-01","SKCM",-0.48954630055285,0.0793021744866043,0.219490050983878,0.0647771220679941,0.0145250524186102,0.0152021806305753
"TCGA-BF-A3DN-01","SKCM",0.309938827437764,-0.993893729576389,0.285921025497486,0.0843825999740511,-1.07827632955044,-1.12854336487606
"TCGA-BF-A5EO-01","SKCM",0.964573605410574,-0.381745367353988,0.372689430498972,0.109990173243234,-0.491735540597223,-0.514659244950791
"TCGA-BF-A5EP-01","SKCM",-0.341407757610735,-0.0365762364227229,-0.141437858143491,-0.0417419257088307,0.0051656892861078,0.00540650314681291
"TCGA-BF-A5EQ-01","SKCM",0.712194388622539,-1.08673915757977,0.393566760851361,0.116151606850946,-1.20289076443071,-1.25896706963322
"TCGA-BF-A5ER-01","SKCM",0.272501302982516,0.447398837697844,-0.823363796501624,-0.242995693487129,0.690394531184973,0.722579311038354
"TCGA-BF-A5ES-01","SKCM",1.74065209827682,1.18700933587763,2.82762514921958,0.834504428025215,0.352504907852413,0.368937965103017
"TCGA-BF-AAP0-06","SKCM",-0.0453264787452529,0.274416594703187,0.380895714147173,0.112412057220304,0.162004537482883,0.169556857408109
"TCGA-D3-A1Q1-06","SKCM",-1.35853100861794,-0.433838946671445,-0.988736882281957,-0.291801516422312,-0.142037430249133,-0.148658924506427
"TCGA-D3-A1Q3-06","SKCM",1.65356455684501,-0.384669690334549,1.01908159869303,0.300757017549893,-0.685426707884443,-0.717379897984348
"TCGA-D3-A1Q4-06","SKCM",1.20664527012313,0.628205445073151,-0.709359071918125,-0.209349986414894,0.837555431488045,0.876600551285241
"TCGA-D3-A1Q5-06","SKCM",-2.22967183162345,-0.481349839259229,-2.33038323293106,-0.687755633880051,0.206405794620821,0.216028010267476
"TCGA-D3-A1Q6-06","SKCM",-0.509948891572658,-0.0692374006858031,-0.613122944502633,-0.180948246358794,0.111710845672991,0.116918576633793
"TCGA-D3-A1Q7-06","SKCM",0.504353556147293,0.857328400649164,0.652069952344401,0.19244250347815,0.664885897171014,0.695881516721096
"TCGA-D3-A1Q8-06","SKCM",2.23534900258449,-1.14097196837261,0.0792100023720336,0.023376895534259,-1.16434886390686,-1.21862842459958
"TCGA-D3-A1Q9-06","SKCM",-0.301702011233443,0.962249905160075,0.351587023392253,0.103762313734555,0.85848759142552,0.898508525672299
"TCGA-D3-A1QA-06","SKCM",1.21792844669512,-0.253833334690489,0.619319185321496,0.182776915339857,-0.436610250030346,-0.456964126175393
"TCGA-D3-A1QB-06","SKCM",-0.960401982652825,1.76022931554334,1.2295012534746,0.36285723394782,1.39737208159552,1.46251470771427
"TCGA-D3-A2J6-06","SKCM",-0.203952305455818,2.73936061688705,0.774831858006857,0.228672678434831,2.51068793845222,2.62773107093609
"TCGA-D3-A2J7-06","SKCM",0.198819477544445,0.268718630982655,-0.321822132411787,-0.0949779339062239,0.363696564888879,0.380651354281965
"TCGA-D3-A2J8-06","SKCM",2.31771958988447,-0.0411371921824447,-0.164121449946489,-0.0484364332210245,0.00729924103857979,0.00763951671475039
"TCGA-D3-A2J9-06","SKCM",0.447642801679306,-1.51124566430544,0.410950670009398,0.121282042606469,-1.63252770691191,-1.7086328069354
"TCGA-D3-A2JA-06","SKCM",0.694128132235081,-1.15597867251058,-0.487825099282261,-0.143969650844718,-1.01200902166586,-1.05918681074256
"TCGA-D3-A2JB-06","SKCM",0.129328562505549,-0.16238348186854,0.160732898066579,0.0474363849829622,-0.209819866851502,-0.219601239557179
"TCGA-D3-A2JC-06","SKCM",0.227270640219877,0.216599136581659,-0.0656994614723951,-0.0193895897172642,0.235988726298923,0.24699003766617
"TCGA-D3-A2JD-06","SKCM",0.770397588623405,2.00795941298407,0.36539547934393,0.107837541895206,1.90012187108887,1.98870166329931
"TCGA-D3-A2JE-06","SKCM",-1.55249465763375,-0.716686014188195,-2.02113625831054,-0.596488950336282,-0.120197063851914,-0.125800404933508
"TCGA-D3-A2JF-06","SKCM",0.112150828258698,0.162158006882473,0.522849384567437,0.154306212311136,0.00785179457133628,0.00821782916216463
"TCGA-D3-A2JG-06","SKCM",-1.18069682742482,-0.196795232606331,0.0715371487758845,0.0211124403948136,-0.217907673001145,-0.228066082674331
"TCGA-D3-A2JH-06","SKCM",0.000745237361888372,0.0790398782184212,-0.272388582332103,-0.0803888302388271,0.159428708457248,0.166860948505845
